:113
Qasim Basir:1994
Jonathan Demme:250
John Cameron Mitchell:1559
Shintaro Shimosawa:1302
Rick Famuyiwa:1171
Gabriele Muccino:403
Brian Dannelly:1631
Ava DuVernay:906
David Twohy:138
Jon Knautz:1560
Nae Caranfil:2007
Ritesh Batra:1972
Siddharth Anand:1488
Romesh Sharma:1980
Christopher McQuarrie:89
Jeff Crook:1936
Mark Young:1766
Daryl Wein:2385
Andy Cadiff:734
Mathieu Amalric:2018
Robert Redford:351
Katie Aselton:2125
Robert M. Young:2021
Joe Roth:442
James Toback:1588
Leslye Headland:1811
Karan Johar:1293
Jeremy Brock:1668
Jason Friedberg:705
Marc Forster:12
Gideon Raff:1753
Mamoru Hosoda:1630
Eric Lavaine:1409
Stephen Chow:937
Brian De Palma:209
Neill Blomkamp:137
Daniel Lee:338
Anthony Hemingway:394
John Woo:134
Gabriela Tagliavini:1671
Benson Lee:952
Lowell Sherman:2300
Adam Green:1995
Jonathan English:849
Andrew Niccol:468
Steven Spielberg:38
Kevin Macdonald:371
Jim Hanon:1328
Moustapha Akkad:650
Maggie Greenwald:1958
Robert Rodriguez:423
Benni Diez:1868
Ralph Nelson:2132
Matt Birch:124
Harold Ramis:370
Yorgos Lanthimos:2253
Joseph Ruben:313
Jonathan Caouette:2235
Paul W.S. Anderson:216
Jim Jarmusch:1906
James Foley:1123
D.W. Griffith:2243
Raymond De Felitta:1553
Alan Jacobs:1740
Allan Dwan:2072
Carlos Saura:1681
Brian Levant:356
Prachya Pinkaew:1579
Alexander Witt:460
Yarrow Cheney:268
James Schamus:988
H.M. Coakley:2168
Wolfgang Petersen:72
Dennis Gansel:1490
Graham Annable:366
Isabel Coixet:1859
Mary Harron:1449
Paul Feig:99
Brandon Trost:2355
Mark Tonderai:1526
Peter MacDonald:393
Russell Mulcahy:503
Kimberly Peirce:709
Melville Shavelson:500
Steve Rash:933
Adam Rifkin:1069
David Ayer:50
Tom Hanks:708
Michael Hoffman Jr.:2216
Morten Tyldum:1085
Alan Parker:406
Robert Marcarelli:1492
Don Coscarelli:1626
Terry George:1020
Annabel Jankel:536
Theodore Melfi:1189
Tod Williams:1785
Oliver Blackburn:2160
Mark Romanek:1141
Chuan Lu:1264
Gary Sinyor:1580
Michael Cristofer:782
Justin Tipping:1445
Mark A.Z. Dippé:552
Ron Shelton:282
Alan Alda:1530
Craig Bolotin:1205
Leslie Small:1854
Stephen Chbosky:1212
Eric Styles:1777
Ronald Neame:1067
Rod Lurie:381
Darren Stein:1803
Colin Minihan:1931
Matthew Hastings:1653
William Sachs:1584
Gina Prince-Bythewood:1102
Gore Verbinski:1
Kim Nguyen:1521
Mark Neveldine:396
Mark Sandrich:2175
Lukas Moodysson:1691
Jon Hurwitz:457
Stephen Herek:392
Jaume Balagueró:1295
James Marsh:1093
Mike Nawrocki:1116
Claude Miller:1484
Anthony Minghella:241
Jean-Jacques Mantello:1549
Richard J. Lewis:736
Ray Lawrence:1292
Russell Holt:1483
Jorge Gaggero:2152
Michael Cuesta:1641
Scott Mann:634
Fedor Bondarchuk:612
Reginald Hudlin:529
Demian Lichtenstein:342
Nora Ephron:324
Karyn Kusama:414
Michael Curtiz:1616
Matt Walsh:2191
Neil LaBute:856
Gil Kenan:276
Cassandra Nicolaou:2241
Robby Henson:1870
John Herzfeld:535
Nicholaus Goossen:1635
Peter Ho-Sun Chan:587
Youssef Delara:1826
John Fortenberry:1028
Will Canon:1818
Pat O'Connor:567
Jerry Rees:1875
James Mather:946
Josh Trank:148
Mary Lambert:1137
Steve Box:700
Robert Zemeckis:43
Nate Parker:2336
Alfred Hitchcock:931
Marielle Heller:1910
Tay Garnett:1880
Ron Fricke:1716
Diane Keaton:562
Rich Christiano:2146
Kevin Hooks:724
Matthew Vaughn:69
Dan Trachtenberg:1599
Tommy O'Haver:637
Mikel Rueda:2122
Sammo Kam-Bo Hung:1546
David Webb Peoples:1476
Debra Granik:1902
Scott Waugh:320
Bernardo Bertolucci:798
Tim Hill:344
Lori Petty:2118
Sean Byrne:1735
Laslo Benedek:2349
McG:32
Alan Yuen:980
Olivier Megaton:484
Jesse Vaughan:1079
Johnnie To:1689
M. Night Shyamalan:93
Ayan Mukerji:1433
Lucile Hadzihalilovic:256
Sam Firstenberg:2249
Deepa Mehta:485
Hart Bochner:1404
Malcolm Goodwin:2370
Ron Underwood:184
Peter Segal:231
Adam McKay:167
Sajid Khan:1299
Nicholas Stoller:551
Bob Fosse:227
Tommy Lee Wallace:1852
Danny Leiner:1187
Justin Chadwick:566
Josh Gordon:343
Alex Craig Mann:2213
David Silverman:290
Colin Higgins:896
Enrique Begne:1806
Bill Muir:1922
Ronny Yu:648
Bruce Malmuth:1617
John Lee Hancock:199
Michael Jai White:1824
Kevin Rodney Sullivan:619
James Isaac:1175
Chris Wedge:175
Alice Wu:1857
Anthony Vallone:2395
Louis Leterrier:112
Joe Berlinger:1104
Ruggero Deodato:1717
Pete Travis:232
Cedric Nicolas-Troyan:145
Thomas Carter:497
Sylvain White:818
Rawson Marshall Thurber:436
Christopher M. Bessette:1578
Diane English:1058
Timothy Björklund:1334
Robert Cary:1758
George A. Romero:233
Darin Scott:1827
Ben Falcone:754
Pawel Pawlikowski:1843
Andrea Di Stefano:1043
Michael Hoffman:788
Travis Legge:2373
Richard Loncraine:454
Hank Braxtan:1836
Peter M. Cohen:1798
Scott Smith:2396
Stuart Beattie:334
Joe Marino:2059
Tomm Moore:1460
Gary Rogers:1909
David Palmer:886
Martin Scorsese:48
Howard Deutch:456
Jonathan Mostow:65
Lexi Alexander:647
Ricky Gervais:990
Albert Brooks:1124
Peter Lord:412
Michael Gornick:1749
Zackary Adler:1871
Ernie Barbarash:1493
Evan Goldberg:538
Daniel Barnz:985
Brian Robbins:355
Aaron Hann:1927
Woody Allen:696
Pou-Soi Cheang:389
Pitof:179
Bradley Parker:2065
Mike Figgis:1701
Simon Wells:94
Chuck Sheetz:1307
Udayan Prasad:1083
Paul Hunter:431
Mark Andrews:40
Frank Darabont:291
James Melkonian:1709
Orson Welles:1937
Christian Volckman:1016
John Huston:1679
Jon Gunn:1878
Mike Gabriel:399
Steve Buscemi:2022
Bob Dolman:1312
Daniel Columbie:2275
Terence Davies:1346
Hideo Nakata:440
Thaddeus O'Sullivan:1512
Troy Nixey:819
Bill Paxton:825
Christopher Landon:1605
David G. Evans:2302
Lawrence Kasdan:321
Paul Verhoeven:130
Craig Mazin:640
José Luis Valenzuela:2087
Takashi Yamazaki:1266
James Ponsoldt:1860
Claude Chabrol:1358
Mitchell Lichtenstein:1916
Bruce Campbell:1998
Igor Kovalyov:758
Charles Shyer:576
Morgan Neville:2080
Mike Newell:36
Noah Baumbach:1350
Ang Lee:106
Catherine Jelski:2154
Lena Dunham:2361
Eric Nicholas:2106
Hue Rhodes:1919
Neal Brennan:1324
Benny Boom:1792
Scott Cooper:422
Sean Anders:395
Byron Howard:86
Rick Rosenthal:1097
Wayne Wang:402
Gillian Armstrong:1087
Susan Stroman:513
Jon Favreau:47
Bill Benenson:2171
Kinka Usher:316
Corbin Bernsen:2285
Tran Anh Hung:1014
Kate Barker-Froyland:1575
Niki Caro:726
Patrick Tatopoulos:622
Émile Gaudreault:1586
Fred Zinnemann:1568
John Schultz:511
Richard Raymond:1739
Guy Ritchie:129
Frank LaLoggia:1667
Jay Levey:1634
James O'Brien:2295
Rob McKittrick:2051
Emma-Kate Croghan:2276
Sam Taylor-Johnson:546
Daniel Taplitz:1401
George Gallo:858
Max Joseph:1905
Paul Bolger:490
Brad Copeland:1939
Roger Kumble:526
Andrew Fleming:922
Tara Subkoff:2011
Joe Chappelle:1620
Gerry Lively:1158
Kerry Conran:308
Vadim Perelman:1051
Charles Robert Carner:1482
Florent-Emilio Siri:280
Benedikt Erlingsson:1380
Brian Helgeland:438
Denzel Washington:1098
Vipul Amrutlal Shah:1431
Tony Goldwyn:864
Michael Crichton:1564
Daniele Luchetti:1159
James McTeigue:446
Remo:1951
Akira Kurosawa:1270
Rob Hawk:978
Oliver Hirschbiegel:266
Camille Delamarre:766
Nicholas Jarecki:1245
Joan Chen:559
Chad Hartigan:2369
Fred Durst:869
Dean Israelite:1246
Ryan Coogler:605
Brad Peyton:149
Beeban Kidron:461
Amal Al-Agroobi:2331
Adam Jay Epstein:2045
Meiert Avis:1412
Max Mayer:1780
Penelope Spheeris:898
Adam Rapp:1759
Andy Tennant:279
Tom McGrath:125
Teddy Chan:851
Nacho Vigalondo:1846
John Gray:510
David Hewlett:2335
Dave Meyers:1975
Jean-Paul Rappeneau:651
Jon Poll:1254
Alex Kendrick:1896
Angela Robinson:448
Robert Kenner:2075
Kundan Shah:1918
Mabel Cheung:1272
Michel Orion Scott:2323
Gary Hardwick:1543
Rafa Lara:1367
Davis Guggenheim:1180
Anna Muylaert:2038
Kevin Greutert:1027
Niall Johnson:2256
Damien O'Donnell:1797
Mike McCoy:1229
C. Jay Cox:2142
Bo Zenga:1186
Mira Nair:872
Joe Nussbaum:1050
James Wan:33
Harry Gantz:2053
Jem Cohen:2364
Spike Jonze:174
Tony Jaa:1149
Brian Henson:1237
René Féret:1687
John Moore:198
Corey Yuen:742
Josef Rusnak:1065
Hyung-rae Shim:676
Harry Elfont:879
Eric Eason:2380
John Duigan:895
Andrew Berends:2332
Danny DeVito:478
Tim Robbins:678
Pierre Morel:430
Fatih Akin:1665
Scott Foley:1669
Neil Burger:222
Brad Bird:61
Johanna Schwartz:2181
Ferzan Ozpetek:1398
Jonas Elmer:1448
Kris Isacsson:1399
David Hackl:1289
Jerome Elston Scott:2267
Gary Shore:300
Patricia Riggen:831
Charles Stone III:720
Vic Sarin:1383
Fede Alvarez:1036
Gonzalo López-Gallego:1624
Jim Fall:1089
Carl Rinsch:59
Jon Shear:2297
Philip Zlotorynski:1819
Dan Rush:1640
Patrice Leconte:1210
Mark Rydell:1422
Rakeysh Omprakash Mehra:1591
D. Stevens:2127
Vincent Gallo:1357
Chad Kapper:2251
Floyd Mutrux:1298
Stephen Gaghan:452
George P. Cosmatos:517
Lance Kawas:1820
David Atkins:1561
Antoine Fuqua:274
Ron Clements:161
Mor Loushy:2247
Cary Bell:2318
Paul McGuigan:524
Bob Saget:1203
Daniel Stamm:1954
Florian Henckel von Donnersmarck:176
Éric Tessier:1855
David S. Goyer:331
Bigas Luna:1360
Guy Hamilton:1494
Theodore Witcher:1326
Ashish R. Mohan:1581
Michael D. Sellers:1863
Kay Pollak:2232
Yash Chopra:1396
James Ivory:1072
Christopher Spencer:876
Rob Zombie:1095
Adam Brooks:1495
Andrew Bujalski:2377
Dave Borthwick:951
Takashi Shimizu:911
Kevin Reynolds:53
Michael Bay:27
Gary Halvorson:1034
James Dodson:1865
William H. Macy:1658
Eric Leighton:123
Lajos Koltai:1262
Kari Skogland:1378
John Lasseter:29
Neil Jordan:435
Tim Blake Nelson:1284
Alex Garland:1198
Jerry Zaks:868
Jon Amiel:230
Michael Clancy:1376
Randall Rubin:2115
David Cronenberg:471
James Manera:1645
Joshua Oppenheimer:2093
Shane Carruth:2393
Oliver Stone:78
U. Roberto Romano:2186
Breck Eisner:108
Erik Canuel:1450
Mark Piznarski:1127
Don Kempf:1497
Chris Weitz:19
Harmony Korine:1619
Stéphane Aubier:1227
Christian Alvart:582
Kevin Allen:781
Rajkumar Hirani:1838
Kief Davidson:2098
Daniel Schechter:2358
Ivan Kavanagh:2388
John Carpenter:469
Michael Dougherty:1091
Mort Nathan:1130
Karim Aïnouz:1728
Peter Atencio:1110
Tuck Tucker:1325
Anthony Mann:983
Je-kyu Kang:1225
Jonathan Glazer:956
Dinesh D'Souza:1851
Francesca Gregorini:1821
Mike Marvin:1012
David Gordon Green:473
Trent Cooper:1033
Tim Burton:24
Christophe Gans:455
Andrés Couturier:263
E.L. Katz:2344
Shyam Madiraju:1881
Brandon Landers:2383
Mabrouk El Mechri:961
Larry Blamire:2342
Wallace Wolodarsky:1244
John 'Bud' Cardos:2192
Marcus Raboy:1308
Christopher Leitch:1795
Craig R. Baxley:836
Tim Johnson:119
Damien Dante Wayans:812
Martin Ritt:1286
Thomas Bezucha:925
Roger Spottiswoode:150
Fenton Bailey:1642
Alejandro Agresti:555
Karey Kirkpatrick:417
Dewey Nicks:1282
Guy Maddin:2054
Tommy Lee Jones:1078
James Gray:761
Ed Decter:1190
Peter Berg:21
David Moreau:1235
David Soren:115
Don Bluth:281
Michael Mann:159
Richard Curtis:482
Hayley Cloake:1879
Tony Bill:380
Charles T. Kanganis:948
Mike Hodges:633
Leos Carax:1721
Steven Quale:458
Isaac Florentine:1832
Paul Michael Glaser:706
Kenneth Branagh:85
John Badham:1228
Tom Vaughan:686
Burr Steers:527
Emily Young:1414
William Arntz:1706
Dena Seidel:2327
Kat Coiro:2137
Simon Napier-Bell:1934
Luke Dye:2225
John Polson:797
Richard Brooks:1750
Joss Whedon:8
Mel Smith:1363
Kriv Stenders:1395
Menno Meyjes:778
John Guillermin:838
Rebecca Miller:1989
Lee Unkrich:31
Tom Holland:1174
Daniel Petrie Jr.:1767
Doug Liman:52
Stephen Frears:491
Jean-Jacques Annaud:223
Goran Dukic:2090
Edward Hall:1464
Ken Del Conte:2272
Ari Sandel:1426
Marc Schölermann:1468
Sherman Alexie:2303
Michael Tollin:621
Frank Borzage:1629
Mike Nichols:272
Dean Parisot:102
Al Silliman Jr.:2298
Ringo Lam:829
John McNaughton:919
Gavin Wiesen:1718
Frank Nissen:936
Joel Coen:375
Adam Marcus:1790
John A. Davis:506
Nick Love:1696
Michael Rymer:631
Russell Friedenberg:2012
Ryûhei Kitamura:1150
Anton Corbijn:913
Michael Lembeck:322
Dominic Sena:164
Dan Gilroy:1437
David Duchovny:1915
Stiles White:1601
Chris Marker:2307
Kirsten Sheridan:809
Louis Morneau:1531
Hideaki Anno:67
Conor McMahon:1932
Mona Fastvold:2063
Thorbjørn Christoffersen:1841
Gary Chapman:639
Rick Friedberg:994
Alessandro Carloni:100
Jafar Panahi:2387
Sidney J. Furie:1037
Jaime Zevallos:2002
Jay Roach:190
Kasi Lemmons:1022
Kevin Donovan:361
David Gelb:1606
Michael Patrick King:192
Marilyn Agrelo:2193
Sut Jhally:2351
Tim Hunter:1947
Jessie Nelson:875
Richard Fleischer:810
Daniel Algrant:969
Garry Marshall:293
Atom Egoyan:842
Michael Tiddes:1627
Christian Carion:885
Cédric Klapisch:1574
Phil Claydon:1928
Terrence Malick:427
Robert Sarkies:1678
Beto Gómez:1683
Luc Jacquet:1769
Derick Martini:1945
Lance Hool:1015
Dror Moreh:1988
Rodrigo García:1486
Steven Shainberg:1048
Janusz Kaminski:762
Ash Baron-Cohen:2392
Martin Campbell:30
Scott Walker:976
Aleksandr Veledinskiy:1730
Florence Ayisi:2259
Joseph Sargent:867
Garth Jennings:501
Gil Junger:627
Danny Pang:516
Deb Hagan:1555
Khyentse Norbu:1962
Roland Joffé:58
David Raynr:1129
Frédéric Forestier:144
Leigh Whannell:1309
Clint Eastwood:326
Rian Johnson:692
Zoran Lisinac:2294
Des McAnuff:267
Cyrus Nowrasteh:1054
Jennifer Flackett:608
Joon-ho Bong:588
Lionel C. Martin:1243
Kevin Munroe:620
Roger Donaldson:146
Luc Besson:191
Maryam Keshavarz:2140
Christian Sesma:1828
Peter H. Hunt:1731
Maurizio Benazzo:2301
Marc Bennett:1661
Andrey Konchalovskiy:214
Lewis Gilbert:682
Ed Harris:930
Charles Binamé:1472
Tim Fywell:814
Charles Matthau:1577
Roland Suso Richter:1417
Vondie Curtis-Hall:1427
Norman Ferguson:522
Brenton Spencer:2047
Tanner Beard:1943
Luca Guadagnino:1343
Mark Brown:1199
Joshua Seftel:1356
Wally Pfister:195
Richard Williams:862
Mathieu Kassovitz:509
Matthew Diamond:965
Pan Nalin:2189
Spike Lee:437
Walter Murch:775
Ryan Little:2156
Audrey Wells:993
Mervyn LeRoy:1434
Amy Heckerling:941
Alejandro Monteverde:955
Joey Lauren Adams:1567
Kelly Reichardt:1912
Les Mayfield:243
Troy Miller:715
Ellory Elkayem:725
Roland Emmerich:42
Michael Dinner:866
William Brent Bell:926
Mark Waters:197
Roger Avary:1710
W.D. Hogan:1965
Jeff Tremaine:899
J.A. Bayona:573
Walter Hill:382
Jane Clark:970
Jeremy Leven:817
Mark Steven Johnson:136
Lluís Quílez:1978
Gareth Evans:2057
Julio DePietro:1370
Mike Bruce:2376
Jonathan Meyers:2131
Clare Kilner:1064
Christopher Erskin:1236
Peter Hewitt:441
Andrew Stanton:5
Reinhard Klooss:746
Adam Shankman:239
Christopher Scott Cherot:2167
Donald Petrie:372
Chris Atkins:2170
Matt Reeves:57
Thomas L. Phillips:2391
Rupert Sanders:55
Jessica Bendinger:928
James Mangold:141
Lone Scherfig:1120
Robert Bennett:2116
David Leland:603
Paul King:408
David Carson:593
Penny Marshall:487
Duncan Tucker:2069
Roger Allers:221
Richard Ayoade:1948
Chris Carter:636
Robert B. Weide:763
Josh Schwartz:1177
S.S. Rajamouli:590
Brian Percival:981
Michael Moore:942
Michael Schultz:1310
Jason Connery:1382
Lloyd Kaufman:2228
David Hunt:1969
Bryan Singer:11
Antony Hoffman:261
Chris Rock:616
Steven Soderbergh:151
Shane Dawson:2155
Matt Cimber:2289
Maggie Carey:1990
Stanley Kramer:1391
Christopher Smith:1267
Greg Mottola:560
Wil Shriner:1132
Jeannot Szwarc:900
Bill Duke:1628
Charles Martin Smith:611
Antonio Banderas:1144
Sadyk Sher-Niyaz:2026
Philip Kaufman:773
Eric Bross:1340
Tim Story:135
Damon Santostefano:949
Shawn Levy:80
Nicolas Winding Refn:1099
Tom Hooper:323
Howard Hughes:1733
Gregory Nava:914
Thea Sharrock:902
Jared Hess:670
Drake Doremus:2278
Brian A Miller:1023
Michael Walker:2185
Jerome Robbins:1542
Mel Gibson:289
Doug Walker:4
Chris Butler:358
Drew Barrymore:1121
William A. Graham:1285
Rand Ravich:658
Jon M. Chu:107
Kevin Jordan:2371
Stephan Elliott:1113
Wes Ball:349
J. Lee Thompson:1957
DJ Pooh:1708
Jason Zada:1349
Ben Stiller:202
Rich Moore:63
John H. Lee:1215
Jennifer Yuh Nelson:92
Barry Sonnenfeld:15
Sarah Gavron:1858
Andrzej Bartkowiak:301
Paul Weiland:557
Michael Caton-Jones:309
Travis Romero:2173
S.R. Bindler:1569
Jerry Belson:1639
Bruce Dellis:2265
Jay Russell:352
Jerry Dugan:1946
Avi Nesher:1762
Nicholas Hytner:999
Andrew Davis:226
Christopher Morris:1742
Damir Catic:2378
Rachel Talalay:840
Gabor Csupo:794
Mark Osborne:117
Scott Hicks:615
Maria Maggenti:2273
Lucky McKee:1967
Katherine Dieckmann:1371
Marc Lawrence:347
Taedong Park:1379
Piyush Dinker Pandya:2274
Peter Care:1256
Russell Crowe:874
Chao-Bin Su:1184
Drew Goddard:704
Peter Hyams:177
John Milius:213
Lynn Shelton:2333
Bobby Roth:1812
Barry Levinson:277
Carl Theodor Dreyer:2308
Michael Wadleigh:2177
Steve Antin:418
Richard Benjamin:835
Judd Apatow:287
Michael Chapman:1143
John Cromwell:1220
Aleksey German:1514
Bibo Bergeron:193
Andrew Dominik:743
Tom Reeve:679
Vidhu Vinod Chopra:1168
Pascal Arnold:1950
Jaume Collet-Serra:444
Jody Hill:996
Ben Lewin:2074
Patricia Cardoso:1796
Rob Marshall:14
Don Scardino:677
Michael Mayer:1106
Olivier Assayas:1209
Terron R. Parsons:2362
Jamaa Fanaka:2341
Michael Patrick Jann:1329
Joshua Logan:916
Steve Hickner:91
Siddiq Barmak:2198
Vera Farmiga:1959
Steve Martino:185
Peter Medak:1345
Hsiao-Hsien Hou:1147
Natalie Bible':2147
Robert Lee King:1723
Martin Weisz:1107
James Bobin:73
Ole Christian Madsen:1411
Glenn Ficarra:330
Tate Taylor:716
Sam Levinson:1729
Jeffrey St. Jules:2128
David Winning:2008
Justin Zackham:673
Henry King:1903
Luis Mandoki:598
Christophe Barratier:1585
Lance Mungia:1917
Ron Howard:84
Ian Sharp:1537
Cristian Mungiu:2138
Peter Sohn:39
Mic Rodgers:581
Brian Baugh:2194
Eric Schaeffer:2202
Jonathan Kesselman:2028
Laurent Tirard:745
Carter Smith:827
Ham Tran:2023
Sam Mendes:2
Gene Quintano:1191
Liliana Cavani:750
Greg Tiernan:751
Dave Payne:1938
Bille August:649
Lijun Sun:1265
Franklin J. Schaffner:1233
Marcus Dunstan:1333
Robert Lorenz:376
Jennifer Finnigan:1776
Becky Smith:2105
Arie Posin:1524
Chris Paine:2081
Patrick Creadon:2195
Vincenzo Natali:727
Gabe Ibáñez:1157
Eric Bugbee:2325
Dennie Gordon:575
R. Balki:1697
Denis Villeneuve:496
Peter Stebbings:1744
Scott Marshall:1373
Miguel Arteta:760
Nathan Smith Jones:2337
Allison Burnett:2134
William Friedkin:410
Jon Lucas:903
Gregory Jacobs:1162
David Pastor:283
Stephen Hopkins:249
Mel Stuart:1799
Jerry Zucker:278
Paul Andrew Williams:1656
Petter Næss:1886
Kirk Wong:1194
Jim Goddard:1041
Ted Post:1787
Robert Butler:416
Georgia Hilton:2218
Chris Kentis:1895
Jim Chuchu:2384
Richard Boddington:1968
Peter R. Hunt:1446
Mars Callahan:1720
Harold Cronk:2067
Neil Marshall:668
Juan Carlos Fresnadillo:1101
Duane Journey:1702
Ken Scott:654
Ian Iqbal Rashid:1038
Callie Khouri:770
Randal Kleiser:1170
Craig Brewer:1128
Don Michael Paul:822
Billy Bob Thornton:515
Alain Resnais:1183
Steve Oedekerk:432
Harald Zwart:384
Frank Whaley:2110
Todd Field:1179
Charlie Kaufman:962
Andrew Steggall:2073
Claudia Sainte-Luce:2035
Ben Stassen:846
Nigel Cole:815
Kristin Rizzo:2292
Cecil B. DeMille:1699
Morgan J. Freeman:1652
Ian Fitzgibbon:1527
Courtney Hunt:2079
Sngmoo Lee:539
Ekachai Uekrongtham:1421
Jon Kasdan:1296
Dave Rodriguez:2006
Simon Yin:1935
Patrick Ryan Sims:2348
Cheryl Dunye:1241
John Laing:1952
Perry Andelin Blake:1055
Ulu Grosbard:577
Marc Abraham:959
Fred Savage:1545
A. Raven Cruz:2109
Gary Fleder:449
Stephen Kay:572
James L. Brooks:140
Dominic Burns:1872
Etan Cohen:549
Paul Crowder:2095
Dustin Hoffman:1279
David Winters:1269
Chuck Bowman:483
Dennis Dugan:206
Nick Hurran:719
Sharon Maguire:792
John Stockwell:472
Shekhar Kapur:413
Chris Miller:74
Ryan Smith:2172
Jeb Stuart:600
Rob Cohen:49
Erik White:1029
Michael Landon Jr.:1808
Jon Avnet:359
Akiva Goldsman:383
Michael Winnick:1477
Jorge Blanco:373
Sam Martin:2290
Sam Fell:360
Paul Schrader:1218
Jez Butterworth:1208
Eugenio Derbez:1602
Eytan Fox:1979
Robin Budd:905
Wayne Thornley:972
Ciarán Foy:1315
Boaz Yakin:666
Gary Ross:215
Joel Edgerton:1327
Tony Kaye:653
Edward Zwick:103
Jon Cassar:871
Kevin Costner:260
Len Wiseman:157
Rohit Jagessar:2096
Lauren Lazin:2254
Tung-Shing Yee:1160
George Tillman Jr.:657
Richard Eyre:768
Eric Mendelsohn:2257
Sara Newens:2329
Tomas Alfredson:894
Lenny Abrahamson:1202
Chuck Russell:168
Dylan Bank:2050
Robert D. Webb:2071
Peter Flinth:1059
Max Färberböck:1523
Tom Elkins:1428
Blake Edwards:883
Scott Alexander:1248
James Frawley:1436
Uwe Boll:388
Rob Hedden:1618
Herbert Ross:854
Frank Marshall:439
Jeff Schaffer:821
Jason Naumann:2288
Bruce Paltrow:1068
Douglas Aarniokoski:1118
Howard Zieff:1047
Kelly Asbury:248
Bill Plympton:2277
George Roy Hill:1540
Patrick Meaney:2368
Joe Charbanic:663
Jonathan Lynn:592
Martin Lawrence:1441
Daniel Espinosa:219
Alan Cohn:1172
Peter Jackson:16
Raja Menon:1695
Ric Roman Waugh:1090
Hayao Miyazaki:656
Woo-Suk Kang:1429
Charles Herman-Wurmfeld:793
Scandar Copti:2089
Li Zhang:744
Henry Jaglom:251
Marc Levin:2083
Hao Ning:1847
Stephen Kijak:2214
Richard Montoya:2180
James Bidgood:2379
Michael Anderson:1496
Richard Rich:1519
Blair Hayes:1207
Brian Trenchard-Smith:882
Patrick Read Johnson:476
Joseph Gordon-Levitt:1583
Alejandro G. Iñárritu:114
Todd Haynes:960
Zack Snyder:10
Akiva Schaffer:409
Luis Valdez:1529
Joseph Kosinski:28
Robert Harmon:1032
Lana Wachowski:44
Clark Baker:2157
Terence Young:494
Kevin Carraway:1748
Barrett Esposito:1659
Damian Nieman:1525
Pete Docter:45
Tim Chambers:1507
Maksim Fadeev:749
Chris Eyre:1900
Takeshi Kitano:1260
Chris Noonan:693
Rania Attieh:2314
Joachim Rønning:652
Victor Salva:804
Lee Toland Krieger:702
Finn Taylor:2086
Henry Joost:929
Pedro Almodóvar:1392
Philip G. Atwell:820
Andrew Bergman:465
Bruce Beresford:545
Elia Kazan:1901
John Maybury:757
Kevin Spacey:861
Jun Falkenstein:909
Seth Gordon:238
Daniel Davila:2151
Fred Dekker:881
Nicholas Meyer:769
Alex Smith:2209
Sean McNamara:995
Martyn Pick:1416
Tarsem Singh:228
Mario Van Peebles:852
Stefan Schwartz:1722
Michael Dowse:984
Julian Gilbey:1388
Jee-woon Kim:732
Matt Jackson:2237
Travis Zariwny:1983
Justin Dillon:2304
Thor Freudenthal:208
John Gatins:674
Wayne Kramer:1039
John Carney:1461
Michael Pressman:791
Jim Mickle:1727
Ralph Fiennes:1361
Brian Klugman:1551
Tony Krantz:1963
Pascal Chaumeil:832
David Mamet:186
Harold Becker:377
Monte Hellman:1829
Maurice Joyce:1610
