Samuel L. Jackson,$5069.5
Harrison Ford,$4871.7
Tom Hanks,$4502.4
Morgan Freeman,$4502.3
Robert Downey Jr.,$3947.4
Eddie Murphy,$3811.1
Scarlett Johansson,$3651.3
Tom Cruise,$3645.9
Ian McKellen,$3621.5
Stanley Tucci,$3595.0
Anthony Daniels,$3420.7
Michael Caine,$3383.3
Johnny Depp,$3368.6
Gary Oldman,$3301.9
Robin Williams,$3279.3
Robert DeNiro,$3233.7
Will Smith,$3205.0
Bruce Willis,$3189.4
Stellan Skarsgard,$3175.0
Matt Damon,$3158.7
Emma Watson,$3153.0
Cameron Diaz,$3031.7
Liam Neeson,$2953.7
Ralph Fiennes,$2901.3
Andy Serkis,$2890.6
Don Cheadle,$2885.5
Woody Harrelson,$2830.8
Ben Stiller,$2827.0
Helena Bonham Carter,$2822.0
Orlando Bloom,$2815.8
Elizabeth Banks,$2809.4
Cate Blanchett,$2803.1
Julia Roberts,$2768.7
Brad Pitt,$2721.1
Tommy Lee Jones,$2693.1
Dwayne Johnson,$2687.2
Adam Sandler,$2661.0
Mark Wahlberg,$2643.1
Daniel Radcliffe,$2634.4
Jonah Hill,$2620.1
Owen Wilson,$2619.7
Jeremy Renner,$2600.9
Idris Elba,$2584.6
Ewan McGregor,$2560.5
Bradley Cooper,$2557.7
Jim Carrey,$2545.2
Dustin Hoffman,$2522.1
Leonardo DiCaprio,$2518.3
Hugh Jackman,$2512.6
Tyrese Gibson,$2503.4
Jennifer Lawrence,$2468.9
Chris Evans,$2468.6
Philip Seymour Hoffman,$2463.7
Sandra Bullock,$2462.6
Anne Hathaway,$2417.8
Laurence Fishburne,$2410.6
Nicolas Cage,$2407.0
John Travolta,$2398.8
Alec Baldwin,$2393.8
Rupert Grint,$2390.5
Denzel Washington,$2387.9
Antonio Banderas,$2386.4
Steve Carell,$2373.5
Vin Diesel,$2361.8
Kathy Bates,$2330.4
Michelle Rodriguez,$2294.2
Ben Affleck,$2288.8
Sigourney Weaver,$2280.1
James Franco,$2262.0
Jon Voight,$2261.8
Carrie Fisher,$2258.5
Zoe Saldana,$2249.9
Christian Bale,$2211.7
Mike Myers,$2211.4
Seth Rogen,$2208.3
Hugo Weaving,$2189.4
Angelina Jolie,$2179.5
Mark Hamill,$2176.9
Alan Tudyk,$2174.8
Will Ferrell,$2166.9
Michael Keaton,$2139.1
Shia LaBeouf,$2129.2
Amy Adams,$2126.0
Mel Gibson,$2113.9
Forest Whitaker,$2112.9
Kevin Costner,$2095.3
Josh Hutcherson,$2094.7
Christopher Walken,$2093.0
George Clooney,$2078.8
Natalie Portman,$2077.6
Sally Field,$2075.6
Ben Kingsley,$2066.0
Bill Murray,$2054.5
Sylvester Stallone,$2050.4
Jamie Foxx,$2046.2
Meryl Streep,$2038.4
